文字,超連結
465. 最优账单平衡,https://leetcode.cn/problems/optimal-account-balancing/
2152. 穿过所有点的所需最少直线数量,https://leetcode.cn/problems/minimum-number-of-lines-to-cover-points/
1411. 给 N x 3 网格图涂色的方案数,https://leetcode.cn/problems/number-of-ways-to-paint-n-3-grid/
698. 划分为k个相等的子集,https://leetcode.cn/problems/partition-to-k-equal-sum-subsets/
2002. 两个回文子序列长度的最大乘积,https://leetcode.cn/problems/maximum-product-of-the-length-of-two-palindromic-subsequences/
473. 火柴拼正方形,https://leetcode.cn/problems/matchsticks-to-square/
1931. 用三种不同颜色为网格涂色,https://leetcode.cn/problems/painting-a-grid-with-three-different-colors/
1125. 最小的必要团队,https://leetcode.cn/problems/smallest-sufficient-team/
1434. 每个人戴不同帽子的方案数,https://leetcode.cn/problems/number-of-ways-to-wear-different-hats-to-each-other/
464. 我能赢吗,https://leetcode.cn/problems/can-i-win/
691. 贴纸拼词,https://leetcode.cn/problems/stickers-to-spell-word/
3276. 选择矩阵中单元格的最大得分,https://leetcode.cn/problems/select-cells-in-grid-with-maximum-score/
1595. 连通两组点的最小成本,https://leetcode.cn/problems/minimum-cost-to-connect-two-groups-of-points/
1815. 得到新鲜甜甜圈的最多组数,https://leetcode.cn/problems/maximum-number-of-groups-getting-fresh-donuts/
1659. 最大化网格幸福感,https://leetcode.cn/problems/maximize-grid-happiness/
LCP 69. Hello LeetCode!,https://leetcode.cn/problems/rMeRt2/
LCP 76. 魔法棋盘,https://leetcode.cn/problems/1ybDKD/
LCP 82. 万灵之树,https://leetcode.cn/problems/cnHoX6/
351. 安卓系统手势解锁,https://leetcode.cn/problems/android-unlock-patterns/
2184. 建造坚实的砖墙的方法数,https://leetcode.cn/problems/number-of-ways-to-build-sturdy-brick-wall/
2719. 统计整数数目,https://leetcode.cn/problems/count-of-integers/
1399. 统计最大组的数目,https://leetcode.cn/problems/count-largest-group/
1742. 盒子中小球的最大数量,https://leetcode.cn/problems/maximum-number-of-balls-in-a-box/
788. 旋转数字,https://leetcode.cn/problems/rotated-digits/
902. 最大为 N 的数字组合,https://leetcode.cn/problems/numbers-at-most-n-given-digit-set/
600. 不含连续 1 的非负整数,https://leetcode.cn/problems/non-negative-integers-without-consecutive-ones/
2376. 统计特殊整数,https://leetcode.cn/problems/count-special-integers/
357. 统计各位数字都不同的数字个数,https://leetcode.cn/problems/count-numbers-with-unique-digits/
1012. 至少有 1 位重复的数字,https://leetcode.cn/problems/numbers-with-repeated-digits/
3519. 统计逐位非递减的整数,https://leetcode.cn/problems/count-numbers-with-non-decreasing-digits/
2827. 范围中美丽整数的数目,https://leetcode.cn/problems/number-of-beautiful-integers-in-the-range/
2999. 统计强大整数的数目,https://leetcode.cn/problems/count-the-number-of-powerful-integers/
2801. 统计范围内的步进数字数目,https://leetcode.cn/problems/count-stepping-numbers-in-range/
2843. 统计对称整数的数目,https://leetcode.cn/problems/count-symmetric-integers/
3490. 统计美丽整数的数目,https://leetcode.cn/problems/count-beautiful-numbers/
3352. 统计小于 N 的 K 可约简整数,https://leetcode.cn/problems/count-k-reducible-numbers-less-than-n/
1397. 找到所有好字符串,https://leetcode.cn/problems/find-all-good-strings/
3348. 最小可整除数位乘积 II,https://leetcode.cn/problems/smallest-divisible-digit-product-ii/
1215. 步进数,https://leetcode.cn/problems/stepping-numbers/
1067. 范围内的数字计数,https://leetcode.cn/problems/digit-count-in-range/
3032. 统计各位数字都不同的数字个数 II,https://leetcode.cn/problems/count-numbers-with-unique-digits-ii/
233. 数字 1 的个数,https://leetcode.cn/problems/number-of-digit-one/
面试题 17.06. 2 出现的次数,https://leetcode.cn/problems/number-of-2s-in-range-lcci/
3007. 价值和小于等于 K 的最大数字,https://leetcode.cn/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/
2327. 知道秘密的人数,https://leetcode.cn/problems/number-of-people-aware-of-a-secret/
1871. 跳跃游戏 VII,https://leetcode.cn/problems/jump-game-vii/
1997. 访问完所有房间的第一天,https://leetcode.cn/problems/first-day-where-you-have-been-in-all-the-rooms/
3473. 长度至少为 M 的 K 个子数组之和,https://leetcode.cn/problems/sum-of-k-subarrays-with-length-at-least-m/
629. K 个逆序对数组,https://leetcode.cn/problems/k-inverse-pairs-array/
3251. 单调数组对的数目 II,https://leetcode.cn/problems/find-the-count-of-monotonic-pairs-ii/
2478. 完美分割的方案数,https://leetcode.cn/problems/number-of-beautiful-partitions/
837. 新 21 点,https://leetcode.cn/problems/new-21-game/
2463. 最小移动总距离,https://leetcode.cn/problems/minimum-total-distance-traveled/
3077. K 个不相交子数组的最大能量值,https://leetcode.cn/problems/maximum-strength-of-k-disjoint-subarrays/
3333. 找到初始输入字符串 II,https://leetcode.cn/problems/find-the-original-typed-string-ii/
2902. 和带限制的子多重集合的数目,https://leetcode.cn/problems/count-of-sub-multisets-with-bounded-sum/
1977. 划分数字的方案数,https://leetcode.cn/problems/number-of-ways-to-separate-numbers/
3130. 找出所有稳定的二进制数组 II,https://leetcode.cn/problems/find-all-possible-stable-binary-arrays-ii/
1335. 工作计划的最低难度,https://leetcode.cn/problems/minimum-difficulty-of-a-job-schedule/
2866. 美丽塔 II,https://leetcode.cn/problems/beautiful-towers-ii/
2617. 网格图中最少访问的格子数,https://leetcode.cn/problems/minimum-number-of-visited-cells-in-a-grid/
2355. 你能拿走的最大图书数量,https://leetcode.cn/problems/maximum-number-of-books-you-can-take/
2944. 购买水果需要的最少金币数,https://leetcode.cn/problems/minimum-number-of-coins-for-fruits/
1696. 跳跃游戏 VI,https://leetcode.cn/problems/jump-game-vi/
1425. 带限制的子序列和,https://leetcode.cn/problems/constrained-subsequence-sum/
375. 猜数字大小 II,https://leetcode.cn/problems/guess-number-higher-or-lower-ii/
1687. 从仓库到码头运输箱子,https://leetcode.cn/problems/delivering-boxes-from-storage-to-ports/
2463. 最小移动总距离,https://leetcode.cn/problems/minimum-total-distance-traveled/
3117. 划分数组得到最小的值之和,https://leetcode.cn/problems/minimum-sum-of-values-by-dividing-array/
2945. 找到最大非递减数组的长度,https://leetcode.cn/problems/find-maximum-non-decreasing-array-length/
2969. 购买水果需要的最少金币数 II,https://leetcode.cn/problems/minimum-number-of-coins-for-fruits-ii/
1626. 无矛盾的最佳球队,https://leetcode.cn/problems/best-team-with-no-conflicts/
2407. 最长递增子序列 II,https://leetcode.cn/problems/longest-increasing-subsequence-ii/
2770. 达到末尾下标所需的最大跳跃次数,https://leetcode.cn/problems/maximum-number-of-jumps-to-reach-the-last-index/
2926. 平衡子序列的最大和,https://leetcode.cn/problems/maximum-balanced-subsequence-sum/
2547. 拆分数组的最小代价,https://leetcode.cn/problems/minimum-cost-to-split-an-array/
2916. 子数组不同元素数目的平方和 II,https://leetcode.cn/problems/subarrays-distinct-element-sum-of-squares-ii/
139. 单词拆分,https://leetcode.cn/problems/word-break/
140. 单词拆分 II,https://leetcode.cn/problems/word-break-ii/
面试题 17.13. 恢复空格,https://leetcode.cn/problems/re-space-lcci/
472. 连接词,https://leetcode.cn/problems/concatenated-words/
2977. 转换字符串的最小成本 II,https://leetcode.cn/problems/minimum-cost-to-convert-string-ii/
70. 爬楼梯,https://leetcode.cn/problems/climbing-stairs/
509. 斐波那契数,https://leetcode.cn/problems/fibonacci-number/
1137. 第 N 个泰波那契数,https://leetcode.cn/problems/n-th-tribonacci-number/
1220. 统计元音字母序列的数目,https://leetcode.cn/problems/count-vowels-permutation/
552. 学生出勤记录 II,https://leetcode.cn/problems/student-attendance-record-ii/
935. 骑士拨号器,https://leetcode.cn/problems/knight-dialer/
790. 多米诺和托米诺平铺,https://leetcode.cn/problems/domino-and-tromino-tiling/
3337. 字符串转换后的长度 II,https://leetcode.cn/problems/total-characters-in-string-after-transformations-ii/
2851. 字符串转换,https://leetcode.cn/problems/string-transformation/
2912. 在网格上移动到目的地的方法数,https://leetcode.cn/problems/number-of-ways-to-reach-destination-in-the-grid/
3494. 酿造药水需要的最少总时间,https://leetcode.cn/problems/find-the-minimum-amount-of-time-to-brew-potions/
3500. 将数组分割为子数组的最小代价,https://leetcode.cn/problems/minimum-cost-to-divide-array-into-subarrays/
188. 买卖股票的最佳时机 IV,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iv/
2209. 用地毯覆盖后的最少白色砖块,https://leetcode.cn/problems/minimum-white-tiles-after-covering-with-carpets/
1937. 扣分后的最大得分,https://leetcode.cn/problems/maximum-number-of-points-with-cost/
2713. 矩阵中严格递增的单元格数,https://leetcode.cn/problems/maximum-strictly-increasing-cells-in-a-matrix/
3181. 执行操作可获得的最大总奖励 II,https://leetcode.cn/problems/maximum-total-reward-using-operations-ii/
2267. 检查是否有合法括号字符串路径,https://leetcode.cn/problems/check-if-there-is-a-valid-parentheses-string-path/
3213. 最小代价构造字符串,https://leetcode.cn/problems/construct-string-with-minimum-cost/
3292. 形成目标字符串需要的最少字符串数 II,https://leetcode.cn/problems/minimum-number-of-valid-strings-to-form-target-ii/
LCP 59. 搭桥过河,https://leetcode.cn/problems/NfY1m5/
2263. 数组变为有序的最小操作次数,https://leetcode.cn/problems/make-array-non-decreasing-or-non-increasing/
543. 二叉树的直径,https://leetcode.cn/problems/diameter-of-binary-tree/
687. 最长同值路径,https://leetcode.cn/problems/longest-univalue-path/
124. 二叉树中的最大路径和,https://leetcode.cn/problems/binary-tree-maximum-path-sum/
2385. 感染二叉树需要的总时间,https://leetcode.cn/problems/amount-of-time-for-binary-tree-to-be-infected/
2246. 相邻字符不同的最长路径,https://leetcode.cn/problems/longest-path-with-different-adjacent-characters/
3203. 合并两棵树后的最小直径,https://leetcode.cn/problems/find-minimum-diameter-after-merging-two-trees/
1617. 统计子树中城市之间最大距离,https://leetcode.cn/problems/count-subtrees-with-max-distance-between-cities/
2538. 最大价值和与最小价值和的差值,https://leetcode.cn/problems/difference-between-maximum-and-minimum-price-sum/
1522. N 叉树的直径,https://leetcode.cn/problems/diameter-of-n-ary-tree/
1245. 树的直径,https://leetcode.cn/problems/tree-diameter/
549. 二叉树最长连续序列 II,https://leetcode.cn/problems/binary-tree-longest-consecutive-sequence-ii/
337. 打家劫舍 III,https://leetcode.cn/problems/house-robber-iii/
2646. 最小化旅行的价格总和,https://leetcode.cn/problems/minimize-the-total-price-of-the-trips/
2378. 选择边来最大化树的得分,https://leetcode.cn/problems/choose-edges-to-maximize-score-in-a-tree/
968. 监控二叉树,https://leetcode.cn/problems/binary-tree-cameras/
834. 树中距离之和,https://leetcode.cn/problems/sum-of-distances-in-tree/
2581. 统计可能的树根数目,https://leetcode.cn/problems/count-number-of-possible-root-nodes/
2858. 可以到达每一个节点的最少边反转次数,https://leetcode.cn/problems/minimum-edge-reversals-so-every-node-is-reachable/
310. 最小高度树,https://leetcode.cn/problems/minimum-height-trees/
3241. 标记所有节点需要的时间,https://leetcode.cn/problems/time-taken-to-mark-all-nodes/
2925. 在树上执行操作以后得到的最大分数,https://leetcode.cn/problems/maximum-score-after-applying-operations-on-a-tree/
3068. 最大节点价值之和,https://leetcode.cn/problems/find-the-maximum-sum-of-node-values/
2920. 收集所有金币可获得的最大积分,https://leetcode.cn/problems/maximum-points-after-collecting-coins-from-all-nodes/
1916. 统计为蚁群构筑房间的不同顺序,https://leetcode.cn/problems/count-ways-to-build-rooms-in-an-ant-colony/
3367. 移除边之后的权重最大和,https://leetcode.cn/problems/maximize-sum-of-weights-after-edge-removals/
LCP 10. 二叉树任务调度,https://leetcode.cn/problems/er-cha-shu-ren-wu-diao-du/
LCP 34. 二叉树染色,https://leetcode.cn/problems/er-cha-shu-ran-se-UGC/
LCP 64. 二叉树灯饰,https://leetcode.cn/problems/U7WvvU/
2313. 二叉树中得到结果所需的最少翻转次数,https://leetcode.cn/problems/minimum-flips-in-binary-tree-to-get-result/
3243. 新增道路查询后的最短距离 I,https://leetcode.cn/problems/shortest-distance-after-road-addition-queries-i/
787. K 站中转内最便宜的航班,https://leetcode.cn/problems/cheapest-flights-within-k-stops/
1786. 从第一个节点出发到最后一个节点的受限路径数,https://leetcode.cn/problems/number-of-restricted-paths-from-first-to-last-node/
2050. 并行课程 III,https://leetcode.cn/problems/parallel-courses-iii/
1976. 到达目的地的方案数,https://leetcode.cn/problems/number-of-ways-to-arrive-at-destination/
1857. 有向图中最大颜色值,https://leetcode.cn/problems/largest-color-value-in-a-directed-graph/
1928. 规定时间内到达终点的最小花费,https://leetcode.cn/problems/minimum-cost-to-reach-destination-in-time/
913. 猫和老鼠,https://leetcode.cn/problems/cat-and-mouse/
1728. 猫和老鼠 II,https://leetcode.cn/problems/cat-and-mouse-ii/
LCP 07. 传递信息,https://leetcode.cn/problems/chuan-di-xin-xi/
1548. 图中最相似的路径,https://leetcode.cn/problems/the-most-similar-path-in-a-graph/
1025. 除数博弈,https://leetcode.cn/problems/divisor-game/
877. 石子游戏,https://leetcode.cn/problems/stone-game/
486. 预测赢家,https://leetcode.cn/problems/predict-the-winner/
1510. 石子游戏 IV,https://leetcode.cn/problems/stone-game-iv/
1690. 石子游戏 VII,https://leetcode.cn/problems/stone-game-vii/
1406. 石子游戏 III,https://leetcode.cn/problems/stone-game-iii/
1140. 石子游戏 II,https://leetcode.cn/problems/stone-game-ii/
1563. 石子游戏 V,https://leetcode.cn/problems/stone-game-v/
464. 我能赢吗,https://leetcode.cn/problems/can-i-win/
1872. 石子游戏 VIII,https://leetcode.cn/problems/stone-game-viii/
913. 猫和老鼠,https://leetcode.cn/problems/cat-and-mouse/
1728. 猫和老鼠 II,https://leetcode.cn/problems/cat-and-mouse-ii/
294. 翻转游戏 II,https://leetcode.cn/problems/flip-game-ii/
688. 骑士在棋盘上的概率,https://leetcode.cn/problems/knight-probability-in-chessboard/
837. 新 21 点,https://leetcode.cn/problems/new-21-game/
1467. 两个盒子中球的颜色数相同的概率,https://leetcode.cn/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/
808. 分汤,https://leetcode.cn/problems/soup-servings/
LCR 185. 统计结果概率,https://leetcode.cn/problems/nge-tou-zi-de-dian-shu-lcof/
九坤-04. 筹码游戏,https://leetcode.cn/contest/ubiquant2022/problems/I3Gm2h/
1230. 抛掷硬币,https://leetcode.cn/problems/toss-strange-coins/
368. 最大整除子集,https://leetcode.cn/problems/largest-divisible-subset/
1363. 形成三的最大倍数,https://leetcode.cn/problems/largest-multiple-of-three/
1449. 数位成本和为目标值的最大数字,https://leetcode.cn/problems/form-largest-integer-with-digits-that-add-up-to-target/
1092. 最短公共超序列,https://leetcode.cn/problems/shortest-common-supersequence/
3533. 判断连接可整除性,https://leetcode.cn/problems/concatenated-divisibility/
943. 最短超级串,https://leetcode.cn/problems/find-the-shortest-superstring/
1125. 最小的必要团队,https://leetcode.cn/problems/smallest-sufficient-team/
3260. 找出最大的 N 位 K 回文数,https://leetcode.cn/problems/find-the-largest-palindrome-divisible-by-k/
3149. 找出分数最低的排列,https://leetcode.cn/problems/find-the-minimum-cost-array-permutation/
3441. 变成好标题的最少代价,https://leetcode.cn/problems/minimum-cost-good-caption/
3348. 最小可整除数位乘积 II,https://leetcode.cn/problems/smallest-divisible-digit-product-ii/
656. 金币路径,https://leetcode.cn/problems/coin-path/
471. 编码最短长度的字符串,https://leetcode.cn/problems/encode-string-with-shortest-length/
724. 寻找数组的中心下标,https://leetcode.cn/problems/find-pivot-index/
1991. 找到数组的中间位置,https://leetcode.cn/problems/find-the-middle-index-in-array/
2270. 分割数组的方案数,https://leetcode.cn/problems/number-of-ways-to-split-array/
2256. 最小平均差,https://leetcode.cn/problems/minimum-average-difference/
1422. 分割字符串的最大得分,https://leetcode.cn/problems/maximum-score-after-splitting-a-string/
1493. 删掉一个元素以后全为 1 的最长子数组,https://leetcode.cn/problems/longest-subarray-of-1s-after-deleting-one-element/
845. 数组中的最长山脉,https://leetcode.cn/problems/longest-mountain-in-array/
2012. 数组美丽值求和,https://leetcode.cn/problems/sum-of-beauty-in-the-array/
2909. 元素和最小的山形三元组 II,https://leetcode.cn/problems/minimum-sum-of-mountain-triplets-ii/
2483. 商店的最少代价,https://leetcode.cn/problems/minimum-penalty-for-a-shop/
1525. 字符串的好分割数目,https://leetcode.cn/problems/number-of-good-ways-to-split-a-string/
3354. 使数组元素等于零,https://leetcode.cn/problems/make-array-elements-equal-to-zero/
2874. 有序三元组中的最大值 II,https://leetcode.cn/problems/maximum-value-of-an-ordered-triplet-ii/
123. 买卖股票的最佳时机 III,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock-iii/
2222. 选择建筑的方案数,https://leetcode.cn/problems/number-of-ways-to-select-buildings/
1031. 两个非重叠子数组的最大和,https://leetcode.cn/problems/maximum-sum-of-two-non-overlapping-subarrays/
689. 三个无重叠子数组的最大和,https://leetcode.cn/problems/maximum-sum-of-3-non-overlapping-subarrays/
2420. 找到所有好下标,https://leetcode.cn/problems/find-all-good-indices/
2100. 适合野炊的日子,https://leetcode.cn/problems/find-good-days-to-rob-the-bank/
926. 将字符串翻转到单调递增,https://leetcode.cn/problems/flip-string-to-monotone-increasing/
334. 递增的三元子序列,https://leetcode.cn/problems/increasing-triplet-subsequence/
1653. 使字符串平衡的最少删除次数,https://leetcode.cn/problems/minimum-deletions-to-make-string-balanced/
1186. 删除一次得到子数组最大和,https://leetcode.cn/problems/maximum-subarray-sum-with-one-deletion/
42. 接雨水,https://leetcode.cn/problems/trapping-rain-water/
2711. 对角线上不同值的数量差,https://leetcode.cn/problems/difference-of-number-of-distinct-values-on-diagonals/
1477. 找两个和为目标值且不重叠的子数组,https://leetcode.cn/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/
2680. 最大或值,https://leetcode.cn/problems/maximum-or/
1671. 得到山形数组的最少删除次数,https://leetcode.cn/problems/minimum-number-of-removals-to-make-mountain-array/
238. 除自身以外数组的乘积,https://leetcode.cn/problems/product-of-array-except-self/
2906. 构造乘积矩阵,https://leetcode.cn/problems/construct-product-matrix/
3334. 数组的最大因子得分,https://leetcode.cn/problems/find-the-maximum-factor-score-of-array/
2167. 移除所有载有违禁货物车厢所需的最少时间,https://leetcode.cn/problems/minimum-time-to-remove-all-cars-containing-illegal-goods/
2484. 统计回文子序列数目,https://leetcode.cn/problems/count-palindromic-subsequences/
2163. 删除元素后和的最小差值,https://leetcode.cn/problems/minimum-difference-in-sums-after-removal-of-elements/
2565. 最少得分子序列,https://leetcode.cn/problems/subsequence-with-the-minimum-score/
1995. 统计特殊四元组,https://leetcode.cn/problems/count-special-quadruplets/
2552. 统计上升四元组,https://leetcode.cn/problems/count-increasing-quadruplets/
3302. 字典序最小的合法序列,https://leetcode.cn/problems/find-the-lexicographically-smallest-valid-sequence/
3404. 统计特殊子序列的数目,https://leetcode.cn/problems/count-special-subsequences/
3303. 第一个几乎相等子字符串的下标,https://leetcode.cn/problems/find-the-occurrence-of-first-almost-equal-substring/
3287. 求出数组中最大序列值,https://leetcode.cn/problems/find-the-maximum-sequence-value-of-array/
3257. 放三个车的价值之和最大 II,https://leetcode.cn/problems/maximum-value-sum-by-placing-three-rooks-ii/
3410. 删除所有值为某个元素后的最大子数组和,https://leetcode.cn/problems/maximize-subarray-sum-after-removing-all-occurrences-of-one-element/
3003. 执行操作后的最大分割数量,https://leetcode.cn/problems/maximize-the-number-of-partitions-after-operations/
487. 最大连续 1 的个数 II,https://leetcode.cn/problems/max-consecutive-ones-ii/
1746. 经过一次操作后的最大子数组和,https://leetcode.cn/problems/maximum-subarray-sum-after-one-operation/
121. 买卖股票的最佳时机,https://leetcode.cn/problems/best-time-to-buy-and-sell-stock/
397. 整数替换,https://leetcode.cn/problems/integer-replacement/
2998. 使 X 和 Y 相等的最少操作次数,https://leetcode.cn/problems/minimum-number-of-operations-to-make-x-and-y-equal/
2059. 转化数字的最小运算数,https://leetcode.cn/problems/minimum-operations-to-convert-number/
991. 坏了的计算器,https://leetcode.cn/problems/broken-calculator/
1553. 吃掉 N 个橘子的最少天数,https://leetcode.cn/problems/minimum-number-of-days-to-eat-n-oranges/
3377. 使两个整数相等的数位操作,https://leetcode.cn/problems/digit-operations-to-make-two-integers-equal/
1306. 跳跃游戏 III,https://leetcode.cn/problems/jump-game-iii/
2770. 达到末尾下标所需的最大跳跃次数,https://leetcode.cn/problems/maximum-number-of-jumps-to-reach-the-last-index/
403. 青蛙过河,https://leetcode.cn/problems/frog-jump/
1340. 跳跃游戏 V,https://leetcode.cn/problems/jump-game-v/
1871. 跳跃游戏 VII,https://leetcode.cn/problems/jump-game-vii/
1696. 跳跃游戏 VI,https://leetcode.cn/problems/jump-game-vi/
975. 奇偶跳,https://leetcode.cn/problems/odd-even-jump/
1654. 到家的最少跳跃次数,https://leetcode.cn/problems/minimum-jumps-to-reach-home/
LCP 09. 最小跳跃次数,https://leetcode.cn/problems/zui-xiao-tiao-yue-ci-shu/
LCP 20. 快速公交,https://leetcode.cn/problems/meChtZ/
656. 金币路径,https://leetcode.cn/problems/coin-path/
2297. 跳跃游戏 VIII,https://leetcode.cn/problems/jump-game-viii/
1387. 将整数按权重排序,https://leetcode.cn/problems/sort-integers-by-the-power-value/
823. 带因子的二叉树,https://leetcode.cn/problems/binary-trees-with-factors/
940. 不同的子序列 II,https://leetcode.cn/problems/distinct-subsequences-ii/
135. 分发糖果,https://leetcode.cn/problems/candy/
650. 两个键的键盘,https://leetcode.cn/problems/2-keys-keyboard/
638. 大礼包,https://leetcode.cn/problems/shopping-offers/
467. 环绕字符串中唯一的子字符串,https://leetcode.cn/problems/unique-substrings-in-wraparound-string/
2262. 字符串的总引力,https://leetcode.cn/problems/total-appeal-of-a-string/
828. 统计子串中的唯一字符,https://leetcode.cn/problems/count-unique-characters-of-all-substrings-of-a-given-string/
2746. 字符串连接删减字母,https://leetcode.cn/problems/decremental-string-concatenation/
2930. 重新排列后包含指定子字符串的字符串数目,https://leetcode.cn/problems/number-of-strings-which-can-be-rearranged-to-contain-substring/
1569. 将子数组重新排序得到同一个二叉搜索树的方案数,https://leetcode.cn/problems/number-of-ways-to-reorder-array-to-get-same-bst/
818. 赛车,https://leetcode.cn/problems/race-car/
920. 播放列表的数量,https://leetcode.cn/problems/number-of-music-playlists/
1388. 3n 块披萨,https://leetcode.cn/problems/pizza-with-3n-slices/
1987. 不同的好子序列数目,https://leetcode.cn/problems/number-of-unique-good-subsequences/
903. DI 序列的有效排列,https://leetcode.cn/problems/valid-permutations-for-di-sequence/
1896. 反转表达式值的最少操作次数,https://leetcode.cn/problems/minimum-cost-to-change-the-final-value-of-expression/
1531. 压缩字符串 II,https://leetcode.cn/problems/string-compression-ii/
964. 表示数字的最少运算符,https://leetcode.cn/problems/least-operators-to-express-number/
1787. 使所有区间的异或结果为零,https://leetcode.cn/problems/make-the-xor-of-all-segments-equal-to-zero/
3509. 最大化交错和为 K 的子序列乘积,https://leetcode.cn/problems/maximum-product-of-subsequences-with-an-alternating-sum-equal-to-k/
2060. 同源字符串检测,https://leetcode.cn/problems/check-if-an-original-string-exists-given-two-encoded-strings/
2809. 使数组和小于等于 x 的最少时间,https://leetcode.cn/problems/minimum-time-to-make-array-sum-at-most-x/
LCP 14. 切分数组,https://leetcode.cn/problems/qie-fen-shu-zu/
LCP 36. 最多牌组数,https://leetcode.cn/problems/Up5XYM/
LCP 38. 守卫城堡,https://leetcode.cn/problems/7rLGCR/
LCP 43. 十字路口的交通,https://leetcode.cn/problems/Y1VbOX/
LCP 65. 舒适的湿度,https://leetcode.cn/problems/3aqs1c/
3299. 连续子序列的和,https://leetcode.cn/problems/sum-of-consecutive-subsequences/
2189. 建造纸牌屋的方法数,https://leetcode.cn/problems/number-of-ways-to-build-house-of-cards/
2597. 美丽子集的数目,https://leetcode.cn/problems/the-number-of-beautiful-subsets/
2638. 统计 K-Free 子集的总数,https://leetcode.cn/problems/count-the-number-of-k-free-subsets/
